序號,答案
20240629120006,1701.78
20240629121006,1786.65
20240629122006,1842.41
20240629123006,1977.97
20240629124006,1286.3
20240629125006,1562.92
20240629130006,419.4
20240629131006,627.48
20240629132006,345.15
20240629133006,363.94
20240629134006,152.41
20240629135006,163.28
20240629140006,37.5
20240629141006,24.75
20240629142006,63.01
20240629143006,60.94
20240629144006,10.24
20240629145006,57.72
20240629150006,108.66
20240629151006,113.34
20240629152006,112.96
20240629153006,18.92
20240629154006,5.93
20240629155006,6.86
20240629160006,3.12
20240629161006,2.17
20240629162006,2.14
20240629163006,1.62
20240629164006,3.07
20240629165006,3.19
20240706090006,714.87
20240706091006,756.85
20240706092006,938.4
20240706093006,983.82
20240706094006,1108.17
20240706095006,1152.56
20240706100006,1292.94
20240706101006,1306.17
20240706102006,1482.69
20240706103006,1292.88
20240706104006,1526.94
20240706105006,1423.98
20240706110006,1562.54
20240706111006,1474.61
20240706112006,1597.57
20240706113006,1654.62
20240706114006,1703.97
20240706115006,1690.52
20240706120006,1601.92
20240706121006,1626.58
20240706122006,1682.88
20240706123006,1421.84
20240706124006,1583.79
20240706125006,1597.96
20240706130006,1583.1
20240706131006,1612.1
20240706132006,1565.79
20240706133006,1515.31
20240706134006,1500.43
20240706135006,1546.09
20240706140006,1497.14
20240706141006,1598.4
20240706142006,1500.48
20240706143006,1310.98
20240706144006,1349.86
20240706145006,845.72
20240706150006,964.56
20240706151006,1100.98
20240706152006,805.45
20240706153006,437.99
20240706154006,343.8
20240706155006,288.62
20240706160006,444.22
20240706161006,348.84
20240706162006,169.35
20240706163006,110.31
20240706164006,16.02
20240706165006,58.27
20240722090006,715.34
20240722091006,735.85
20240722092006,730.44
20240722093006,668.74
20240722094006,789.75
20240722095006,982.2
20240722100006,1070.16
20240722101006,869.16
20240722102006,1018.4
20240722103006,929.87
20240722104006,993.61
20240722105006,1079.9
20240722110006,1463.72
20240722111006,1500.28
20240722112006,1208.41
20240722113006,1444.14
20240722114006,1520.34
20240722115006,1546.6
20240722120006,1633.32
20240722121006,1749.91
20240722122006,1797.83
20240722123006,1900.83
20240722124006,1725.4
20240722125006,1615.64
20240722130006,1742.47
20240722131006,1825.9
20240722132006,1734.57
20240722133006,1443.97
20240722134006,1662.08
20240722135006,1629.17
20240722140006,1277.81
20240722141006,855.48
20240722142006,1033.41
20240722143006,628.01
20240722144006,573.43
20240722145006,445.65
20240722150006,154.54
20240722151006,116.93
20240722152006,78.56
20240722153006,53.49
20240722154006,9.26
20240722155006,148.27
20240722160006,649.46
20240722161006,28.84
20240722162006,84.67
20240722163006,59.38
20240722164006,22.53
20240722165006,71.89
20240526090007,160.54
20240526091007,202.23
20240526092007,327.48
20240526093007,555.57
20240526094007,501.74
20240526095007,520.3
20240526100007,445.81
20240526101007,204.48
20240526102007,289.13
20240526103007,209.52
20240526104007,130.08
20240526105007,97.55
20240526110007,145.87
20240526111007,170.45
20240526112007,195.1
20240526113007,189.42
20240526114007,158.68
20240526115007,291.28
20240526120007,269.44
20240526121007,251.77
20240526122007,272.34
20240526123007,242.11
20240526124007,115.98
20240526125007,159.95
20240526130007,268.53
20240526131007,245.72
20240526132007,185.18
20240526133007,181.52
20240526134007,124.16
20240526135007,104.67
20240526140007,156.93
20240526141007,230.86
20240526142007,200.78
20240526143007,194.31
20240526144007,157.65
20240526145007,219.61
20240526150007,139.07
20240526151007,103.37
20240526152007,80.59
20240526153007,97.94
20240526154007,157.04
20240526155007,89.83
20240526160007,68.22
20240526161007,39.27
20240526162007,35.53
20240526163007,26.84
20240526164007,32.27
20240526165007,29.21
20240612090007,706.93
20240612091007,561.27
20240612092007,687.61
20240612093007,578.64
20240612094007,962.18
20240612095007,571.27
20240612100007,1079.73
20240612101007,525.95
20240612102007,617.98
20240612103007,444.26
20240612104007,567.95
20240612105007,559.07
20240612110007,584.36
20240612111007,606.38
20240612112007,873.33
20240612113007,705.08
20240612114007,654.56
20240612115007,714.63
20240612120007,395.81
20240612121007,383.0
20240612122007,569.86
20240612123007,532.29
20240612124007,752.76
20240612125007,693.19
20240612130007,1003.33
20240612131007,813.93
20240612132007,365.83
20240612133007,157.9
20240612134007,90.95
20240612135007,147.01
20240612140007,67.25
20240612141007,84.19
20240612142007,153.26
20240612143007,180.27
20240612144007,76.85
20240612145007,64.55
20240612150007,57.66
20240612151007,41.95
20240612152007,47.52
20240612153007,40.81
20240612154007,53.06
20240612155007,57.25
20240612160007,58.71
20240612161007,66.34
20240612162007,46.33
20240612163007,45.09
20240612164007,40.34
20240612165007,32.94
20240615090007,915.35
20240615091007,1113.86
20240615092007,1055.83
20240615093007,1154.57
20240615094007,1266.69
20240615095007,1007.26
20240615100007,835.86
20240615101007,583.9
20240615102007,497.68
20240615103007,745.83
20240615104007,539.57
20240615105007,618.59
20240615110007,663.52
20240615111007,557.54
20240615112007,647.26
20240615113007,668.08
20240615114007,809.87
20240615115007,852.3
20240615120007,741.84
20240615121007,689.94
20240615122007,827.52
20240615123007,880.82
20240615124007,829.23
20240615125007,821.36
20240615130007,967.33
20240615131007,783.48
20240615132007,361.68
20240615133007,216.85
20240615134007,596.88
20240615135007,714.18
20240615140007,397.72
20240615141007,522.65
20240615142007,357.26
20240615143007,194.65
20240615144007,327.24
20240615145007,320.94
20240615150007,370.31
20240615151007,426.45
20240615152007,357.18
20240615153007,163.91
20240615154007,106.17
20240615155007,130.95
20240615160007,114.96
20240615161007,121.72
20240615162007,67.68
20240615163007,72.48
20240615164007,29.03
20240615165007,29.94
20240717090007,1311.91
20240717091007,1359.37
20240717092007,1237.12
20240717093007,1401.08
20240717094007,1360.09
20240717095007,1550.01
20240717100007,1510.86
20240717101007,1548.53
20240717102007,1506.38
20240717103007,1572.77
20240717104007,1621.24
20240717105007,1660.29
20240717110007,1695.07
20240717111007,1657.67
20240717112007,1575.12
20240717113007,1631.57
20240717114007,1690.17
20240717115007,1640.2
20240717120007,1633.49
20240717121007,1497.91
20240717122007,1565.22
20240717123007,1562.51
20240717124007,1471.95
20240717125007,1462.18
20240717130007,1434.45
20240717131007,1315.71
20240717132007,1150.08
20240717133007,1142.63
20240717134007,1124.81
20240717135007,1019.34
20240717140007,1025.66
20240717141007,983.73
20240717142007,930.77
20240717143007,601.01
20240717144007,446.23
20240717145007,291.38
20240717150007,239.07
20240717151007,174.22
20240717152007,379.6
20240717153007,166.87
20240717154007,49.45
20240717155007,45.54
20240717160007,20.86
20240717161007,15.08
20240717162007,21.04
20240717163007,15.41
20240717164007,9.99
20240717165007,9.76
20240124090008,4.77
20240124091008,6.72
20240124092008,4.92
20240124093008,2.8
20240124094008,18.94
20240124095008,29.81
20240124100008,28.82
20240124101008,26.39
20240124102008,6.91
20240124103008,3.97
20240124104008,26.46
20240124105008,35.64
20240124110008,2.18
20240124111008,4.48
20240124112008,7.83
20240124113008,8.54
20240124114008,6.6
20240124115008,20.12
20240124120008,8.9
20240124121008,12.4
20240124122008,13.95
20240124123008,77.53
20240124124008,98.59
20240124125008,117.81
20240124130008,25.07
20240124131008,15.37
20240124132008,19.88
20240124133008,61.43
20240124134008,83.92
20240124135008,60.44
20240124140008,80.01
20240124141008,54.78
20240124142008,54.62
20240124143008,63.09
20240124144008,50.25
20240124145008,51.76
20240124150008,0.0
20240124151008,0.0
20240124152008,0.0
20240124153008,0.95
20240124154008,2.11
20240124155008,2.39
20240124160008,0.61
20240124161008,0.9
20240124162008,1.72
20240124163008,2.23
20240124164008,3.06
20240124165008,1.62
20240128090008,3.13
20240128091008,2.78
20240128092008,2.24
20240128093008,4.09
20240128094008,6.49
20240128095008,6.04
20240128100008,3.61
20240128101008,2.72
20240128102008,8.39
20240128103008,10.41
20240128104008,15.65
20240128105008,20.41
20240128110008,16.74
20240128111008,15.95
20240128112008,14.05
20240128113008,25.06
20240128114008,58.18
20240128115008,55.33
20240128120008,20.64
20240128121008,49.2
20240128122008,35.06
20240128123008,58.96
20240128124008,54.32
20240128125008,35.38
20240128130008,10.53
20240128131008,8.07
20240128132008,4.33
20240128133008,8.74
20240128134008,16.01
20240128135008,7.07
20240128140008,8.92
20240128141008,7.29
20240128142008,6.29
20240128143008,4.38
20240128144008,3.7
20240128145008,4.24
20240128150008,5.59
20240128151008,2.8
20240128152008,2.18
20240128153008,2.17
20240128154008,3.07
20240128155008,3.57
20240128160008,2.2
20240128161008,1.06
20240128162008,0.8
20240128163008,1.18
20240128164008,1.45
20240128165008,1.56
20240204090008,3.67
20240204091008,9.8
20240204092008,13.88
20240204093008,14.24
20240204094008,20.08
20240204095008,24.66
20240204100008,18.79
20240204101008,31.89
20240204102008,59.19
20240204103008,129.25
20240204104008,257.06
20240204105008,598.53
20240204110008,405.04
20240204111008,914.11
20240204112008,970.74
20240204113008,816.81
20240204114008,973.73
20240204115008,1163.44
20240204120008,1546.02
20240204121008,1661.64
20240204122008,1489.76
20240204123008,1298.7
20240204124008,934.94
20240204125008,398.55
20240204130008,793.95
20240204131008,678.51
20240204132008,513.69
20240204133008,743.96
20240204134008,916.92
20240204135008,703.4
20240204140008,67.37
20240204141008,63.83
20240204142008,60.23
20240204143008,25.05
20240204144008,23.58
20240204145008,17.95
20240204150008,3.46
20240204151008,5.99
20240204152008,4.81
20240204153008,2.2
20240204154008,12.12
20240204155008,18.7
20240204160008,7.58
20240204161008,11.96
20240204162008,5.25
20240204163008,0.0
20240204164008,4.37
20240204165008,9.27
20240218090008,24.88
20240218091008,34.29
20240218092008,9.95
20240218093008,22.86
20240218094008,39.99
20240218095008,51.65
20240218100008,181.7
20240218101008,225.41
20240218102008,154.69
20240218103008,159.22
20240218104008,220.27
20240218105008,241.51
20240218110008,314.95
20240218111008,302.16
20240218112008,733.54
20240218113008,984.77
20240218114008,1208.08
20240218115008,574.51
20240218120008,192.28
20240218121008,204.68
20240218122008,354.06
20240218123008,808.79
20240218124008,906.71
20240218125008,473.99
20240218130008,554.09
20240218131008,449.71
20240218132008,201.83
20240218133008,99.05
20240218134008,88.79
20240218135008,71.24
20240218140008,25.59
20240218141008,24.86
20240218142008,22.2
20240218143008,19.47
20240218144008,24.58
20240218145008,19.74
20240218150008,25.67
20240218151008,15.1
20240218152008,9.24
20240218153008,8.09
20240218154008,6.88
20240218155008,7.36
20240218160008,1.18
20240218161008,1.24
20240218162008,0.63
20240218163008,1.99
20240218164008,0.98
20240218165008,0.18
20240305090008,252.38
20240305091008,221.27
20240305092008,167.22
20240305093008,211.39
20240305094008,406.64
20240305095008,481.99
20240305100008,323.34
20240305101008,212.29
20240305102008,155.55
20240305103008,149.6
20240305104008,441.11
20240305105008,409.5
20240305110008,177.73
20240305111008,155.86
20240305112008,149.56
20240305113008,85.62
20240305114008,147.07
20240305115008,147.54
20240305120008,104.95
20240305121008,83.53
20240305122008,57.43
20240305123008,76.98
20240305124008,111.31
20240305125008,74.59
20240305130008,58.83
20240305131008,166.94
20240305132008,189.1
20240305133008,136.06
20240305134008,117.94
20240305135008,84.41
20240305140008,33.63
20240305141008,29.55
20240305142008,31.41
20240305143008,20.41
20240305144008,34.29
20240305145008,15.05
20240305150008,18.16
20240305151008,21.2
20240305152008,10.43
20240305153008,12.44
20240305154008,11.27
20240305155008,22.65
20240305160008,9.63
20240305161008,30.24
20240305162008,4.4
20240305163008,0.31
20240305164008,0.66
20240305165008,0.26
20240325090008,21.73
20240325091008,22.25
20240325092008,21.44
20240325093008,14.01
20240325094008,75.79
20240325095008,89.92
20240325100008,219.35
20240325101008,189.17
20240325102008,165.04
20240325103008,216.11
20240325104008,585.14
20240325105008,1193.16
20240325110008,1687.54
20240325111008,1358.35
20240325112008,1178.86
20240325113008,956.48
20240325114008,912.31
20240325115008,1488.5
20240325120008,1569.6
20240325121008,1574.47
20240325122008,1151.29
20240325123008,1220.12
20240325124008,1495.96
20240325125008,1609.35
20240325130008,670.92
20240325131008,749.37
20240325132008,598.1
20240325133008,385.83
20240325134008,396.45
20240325135008,308.41
20240325140008,202.64
20240325141008,152.25
20240325142008,106.51
20240325143008,29.1
20240325144008,56.59
20240325145008,340.39
20240325150008,32.21
20240325151008,15.3
20240325152008,17.03
20240325153008,22.91
20240325154008,30.13
20240325155008,17.61
20240325160008,12.42
20240325161008,11.01
20240325162008,8.96
20240325163008,2.92
20240325164008,1.33
20240325165008,1.02
20240518090008,17.45
20240518091008,40.08
20240518092008,56.25
20240518093008,114.66
20240518094008,129.05
20240518095008,104.76
20240518100008,532.67
20240518101008,460.21
20240518102008,298.95
20240518103008,572.69
20240518104008,994.19
20240518105008,1092.32
20240518110008,1132.3
20240518111008,467.09
20240518112008,304.04
20240518113008,339.47
20240518114008,528.87
20240518115008,501.01
20240518120008,100.67
20240518121008,157.29
20240518122008,238.02
20240518123008,271.34
20240518124008,211.41
20240518125008,497.04
20240518130008,85.47
20240518131008,81.6
20240518132008,54.61
20240518133008,59.11
20240518134008,40.88
20240518135008,32.09
20240518140008,25.76
20240518141008,37.11
20240518142008,25.98
20240518143008,25.62
20240518144008,20.9
20240518145008,21.39
20240518150008,47.62
20240518151008,32.75
20240518152008,23.51
20240518153008,17.07
20240518154008,10.55
20240518155008,9.58
20240518160008,10.08
20240518161008,9.88
20240518162008,15.51
20240518163008,10.35
20240518164008,4.75
20240518165008,3.13
20240526090008,6.33
20240526091008,5.31
20240526092008,15.18
20240526093008,69.73
20240526094008,165.12
20240526095008,232.37
20240526100008,94.29
20240526101008,71.05
20240526102008,63.27
20240526103008,30.65
20240526104008,21.35
20240526105008,7.89
20240526110008,24.96
20240526111008,54.45
20240526112008,44.42
20240526113008,38.65
20240526114008,36.38
20240526115008,35.47
20240526120008,56.31
20240526121008,70.9
20240526122008,115.18
20240526123008,118.29
20240526124008,72.15
20240526125008,93.15
20240526130008,97.51
20240526131008,72.85
20240526132008,76.14
20240526133008,85.79
20240526134008,56.81
20240526135008,44.48
20240526140008,116.3
20240526141008,122.06
20240526142008,150.92
20240526143008,134.18
20240526144008,96.8
20240526145008,116.15
20240526150008,63.04
20240526151008,63.47
20240526152008,48.67
20240526153008,38.43
20240526154008,50.69
20240526155008,39.88
20240526160008,38.79
20240526161008,30.32
20240526162008,28.89
20240526163008,26.01
20240526164008,31.26
20240526165008,23.77
20240529090008,110.72
20240529091008,103.1
20240529092008,84.14
20240529093008,59.64
20240529094008,78.07
20240529095008,44.08
20240529100008,63.72
20240529101008,83.21
20240529102008,122.25
20240529103008,54.72
20240529104008,78.69
20240529105008,66.38
20240529110008,94.0
20240529111008,156.64
20240529112008,113.22
20240529113008,66.42
20240529114008,79.76
20240529115008,122.24
20240529120008,105.76
20240529121008,112.86
20240529122008,146.93
20240529123008,110.95
20240529124008,146.49
20240529125008,195.08
20240529130008,162.15
20240529131008,159.12
20240529132008,85.37
20240529133008,39.4
20240529134008,42.61
20240529135008,41.59
20240529140008,33.14
20240529141008,30.19
20240529142008,28.28
20240529143008,26.78
20240529144008,25.92
20240529145008,23.48
20240529150008,40.01
20240529151008,36.97
20240529152008,15.93
20240529153008,7.78
20240529154008,8.12
20240529155008,10.13
20240529160008,6.74
20240529161008,3.38
20240529162008,2.95
20240529163008,1.76
20240529164008,1.86
20240529165008,1.73
20240607090008,3.53
20240607091008,8.42
20240607092008,7.6
20240607093008,20.49
20240607094008,31.18
20240607095008,69.18
20240607100008,33.67
20240607101008,56.78
20240607102008,62.09
20240607103008,68.44
20240607104008,84.02
20240607105008,111.93
20240607110008,248.22
20240607111008,233.85
20240607112008,191.31
20240607113008,155.37
20240607114008,122.81
20240607115008,164.08
20240607120008,57.24
20240607121008,86.07
20240607122008,101.81
20240607123008,67.9
20240607124008,45.02
20240607125008,75.48
20240607130008,146.17
20240607131008,137.33
20240607132008,86.53
20240607133008,71.05
20240607134008,40.2
20240607135008,46.33
20240607140008,35.65
20240607141008,69.6
20240607142008,41.68
20240607143008,34.55
20240607144008,25.69
20240607145008,20.76
20240607150008,13.55
20240607151008,7.47
20240607152008,1.98
20240607153008,3.73
20240607154008,10.01
20240607155008,11.14
20240607160008,1.21
20240607161008,1.41
20240607162008,1.08
20240607163008,1.62
20240607164008,3.15
20240607165008,3.62
20240613090008,2.02
20240613091008,10.02
20240613092008,11.27
20240613093008,10.81
20240613094008,11.87
20240613095008,12.6
20240613100008,13.58
20240613101008,27.34
20240613102008,37.81
20240613103008,57.12
20240613104008,89.89
20240613105008,72.84
20240613110008,24.1
20240613111008,41.85
20240613112008,57.81
20240613113008,481.57
20240613114008,810.2
20240613115008,1283.76
20240613120008,793.08
20240613121008,628.09
20240613122008,515.31
20240613123008,384.89
20240613124008,440.0
20240613125008,383.66
20240613130008,148.72
20240613131008,108.91
20240613132008,102.35
20240613133008,58.66
20240613134008,40.98
20240613135008,76.59
20240613140008,108.76
20240613141008,56.66
20240613142008,68.46
20240613143008,40.47
20240613144008,26.9
20240613145008,15.88
20240613150008,17.23
20240613151008,21.65
20240613152008,23.84
20240613153008,15.88
20240613154008,14.51
20240613155008,23.29
20240613160008,14.86
20240613161008,11.49
20240613162008,4.26
20240613163008,3.43
20240613164008,2.51
20240613165008,1.06
20240628090008,11.96
20240628091008,5.03
20240628092008,70.1
20240628093008,9.25
20240628094008,5.05
20240628095008,0.0
20240628100008,5.52
20240628101008,21.3
20240628102008,89.84
20240628103008,205.26
20240628104008,428.46
20240628105008,377.3
20240628110008,379.9
20240628111008,390.57
20240628112008,237.79
20240628113008,315.73
20240628114008,624.25
20240628115008,605.35
20240628120008,451.39
20240628121008,613.01
20240628122008,566.09
20240628123008,571.52
20240628124008,538.84
20240628125008,569.53
20240628130008,239.13
20240628131008,380.73
20240628132008,381.12
20240628133008,524.5
20240628134008,309.87
20240628135008,110.93
20240628140008,588.01
20240628141008,531.73
20240628142008,43.06
20240628143008,5.42
20240628144008,5.31
20240628145008,2.89
20240628150008,5.56
20240628151008,5.66
20240628152008,2.51
20240628153008,0.81
20240628154008,1.05
20240628155008,1.07
20240628160008,0.35
20240628161008,0.54
20240628162008,0.5
20240628163008,0.55
20240628164008,0.46
20240628165008,0.57
20240705090008,25.85
20240705091008,8.5
20240705092008,14.75
20240705093008,36.67
20240705094008,102.74
20240705095008,74.69
20240705100008,3.89
20240705101008,1.5
20240705102008,0.0
20240705103008,0.0
20240705104008,123.03
20240705105008,0.0
20240705110008,2.28
20240705111008,12.35
20240705112008,0.0
20240705113008,15.49
20240705114008,21.41
20240705115008,13.51
20240705120008,0.0
20240705121008,0.0
20240705122008,145.13
20240705123008,807.55
20240705124008,1439.11
20240705125008,1447.16
20240705130008,1512.97
20240705131008,1523.24
20240705132008,1463.74
20240705133008,1545.82
20240705134008,1529.55
20240705135008,1507.04
20240705140008,972.33
20240705141008,905.92
20240705142008,741.0
20240705143008,237.0
20240705144008,9.9
20240705145008,27.32
20240705150008,13.88
20240705151008,20.82
20240705152008,19.31
20240705153008,15.82
20240705154008,9.34
20240705155008,1.6
20240705160008,6.99
20240705161008,10.02
20240705162008,1.5
20240705163008,3.16
20240705164008,3.42
20240705165008,2.63
20240709090008,3.03
20240709091008,0.05
20240709092008,7.51
20240709093008,20.11
20240709094008,11.29
20240709095008,18.39
20240709100008,18.29
20240709101008,79.08
20240709102008,66.21
20240709103008,22.86
20240709104008,34.53
20240709105008,15.02
20240709110008,9.77
20240709111008,18.46
20240709112008,7.93
20240709113008,18.84
20240709114008,4.15
20240709115008,39.56
20240709120008,7.04
20240709121008,13.59
20240709122008,476.89
20240709123008,1331.43
20240709124008,1483.51
20240709125008,1632.08
20240709130008,1488.84
20240709131008,1144.46
20240709132008,1304.44
20240709133008,1552.76
20240709134008,1184.95
20240709135008,1290.48
20240709140008,758.44
20240709141008,519.54
20240709142008,777.2
20240709143008,836.19
20240709144008,129.01
20240709145008,35.24
20240709150008,48.42
20240709151008,9.79
20240709152008,2.51
20240709153008,5.27
20240709154008,1.19
20240709155008,2.77
20240709160008,1.39
20240709161008,6.79
20240709162008,0.36
20240709163008,1.11
20240709164008,0.61
20240709165008,0.73
20240715090008,4.52
20240715091008,1.76
20240715092008,9.51
20240715093008,5.79
20240715094008,13.65
20240715095008,20.36
20240715100008,7.74
20240715101008,37.28
20240715102008,57.55
20240715103008,341.89
20240715104008,387.39
20240715105008,20.21
20240715110008,27.52
20240715111008,30.04
20240715112008,26.02
20240715113008,48.89
20240715114008,49.77
20240715115008,51.3
20240715120008,811.53
20240715121008,1144.36
20240715122008,1342.94
20240715123008,1354.66
20240715124008,1406.93
20240715125008,1418.99
20240715130008,1456.44
20240715131008,1385.14
20240715132008,1279.23
20240715133008,1347.69
20240715134008,1346.85
20240715135008,1195.36
20240715140008,1270.02
20240715141008,1326.8
20240715142008,1078.87
20240715143008,481.12
20240715144008,168.09
20240715145008,231.25
20240715150008,59.88
20240715151008,43.9
20240715152008,46.37
20240715153008,8.69
20240715154008,0.0
20240715155008,9.86
20240715160008,13.86
20240715161008,14.75
20240715162008,21.27
20240715163008,45.19
20240715164008,6.86
20240715165008,0.0
20240719090008,8.21
20240719091008,7.64
20240719092008,13.85
20240719093008,7.01
20240719094008,22.76
20240719095008,14.31
20240719100008,13.52
20240719101008,10.56
20240719102008,231.18
20240719103008,570.93
20240719104008,293.2
20240719105008,24.42
20240719110008,22.69
20240719111008,12.28
20240719112008,4.24
20240719113008,0.0
20240719114008,5.56
20240719115008,0.0
20240719120008,564.26
20240719121008,1198.46
20240719122008,1210.58
20240719123008,1368.67
20240719124008,1431.97
20240719125008,1516.89
20240719130008,1466.44
20240719131008,1243.79
20240719132008,1359.45
20240719133008,1487.64
20240719134008,1509.54
20240719135008,1336.36
20240719140008,1135.27
20240719141008,995.68
20240719142008,773.6
20240719143008,389.99
20240719144008,36.62
20240719145008,91.67
20240719150008,98.89
20240719151008,38.67
20240719152008,168.89
20240719153008,190.73
20240719154008,67.45
20240719155008,42.31
20240719160008,0.54
20240719161008,0.0
20240719162008,0.0
20240719163008,176.49
20240719164008,222.43
20240719165008,228.8
20240309090009,43.5
20240309091009,39.53
20240309092009,32.96
20240309093009,33.63
20240309094009,30.98
20240309095009,14.44
20240309100009,75.75
20240309101009,87.28
20240309102009,99.28
20240309103009,86.4
20240309104009,55.96
20240309105009,142.1
20240309110009,92.69
20240309111009,82.41
20240309112009,236.0
20240309113009,173.11
20240309114009,65.38
20240309115009,24.03
20240309120009,87.33
20240309121009,110.69
20240309122009,162.57
20240309123009,99.7
20240309124009,141.0
20240309125009,19.27
20240309130009,29.48
20240309131009,0.0
20240309132009,16.39
20240309133009,58.82
20240309134009,22.12
20240309135009,5.24
20240309140009,0.0
20240309141009,3.24
20240309142009,19.76
20240309143009,23.26
20240309144009,47.26
20240309145009,67.7
20240309150009,24.69
20240309151009,71.09
20240309152009,71.1
20240309153009,24.61
20240309154009,43.92
20240309155009,4.81
20240309160009,1.09
20240309161009,18.58
20240309162009,11.47
20240309163009,39.48
20240309164009,44.05
20240309165009,0.1
20240314090009,6.3
20240314091009,9.52
20240314092009,9.07
20240314093009,12.66
20240314094009,16.25
20240314095009,20.87
20240314100009,28.82
20240314101009,23.5
20240314102009,23.48
20240314103009,27.14
20240314104009,33.63
20240314105009,58.51
20240314110009,102.33
20240314111009,103.29
20240314112009,36.72
20240314113009,23.36
20240314114009,18.63
20240314115009,10.59
20240314120009,29.01
20240314121009,14.09
20240314122009,12.81
20240314123009,8.02
20240314124009,0.0
20240314125009,0.0
20240314130009,10.46
20240314131009,8.43
20240314132009,7.63
20240314133009,17.75
20240314134009,21.51
20240314135009,35.94
20240314140009,84.75
20240314141009,98.66
20240314142009,80.53
20240314143009,69.37
20240314144009,138.3
20240314145009,217.11
20240314150009,79.56
20240314151009,40.38
20240314152009,58.31
20240314153009,29.14
20240314154009,14.42
20240314155009,28.21
20240314160009,6.02
20240314161009,5.28
20240314162009,6.63
20240314163009,9.68
20240314164009,6.74
20240314165009,6.24
20240414090009,144.01
20240414091009,293.57
20240414092009,810.12
20240414093009,611.72
20240414094009,718.78
20240414095009,880.27
20240414100009,721.71
20240414101009,836.18
20240414102009,584.8
20240414103009,907.18
20240414104009,1069.45
20240414105009,1082.6
20240414110009,820.22
20240414111009,828.09
20240414112009,541.46
20240414113009,507.13
20240414114009,565.47
20240414115009,703.42
20240414120009,308.92
20240414121009,226.22
20240414122009,204.55
20240414123009,142.91
20240414124009,89.51
20240414125009,56.56
20240414130009,94.04
20240414131009,66.93
20240414132009,52.94
20240414133009,65.74
20240414134009,63.83
20240414135009,76.85
20240414140009,66.06
20240414141009,40.89
20240414142009,25.48
20240414143009,24.03
20240414144009,27.85
20240414145009,25.58
20240414150009,21.8
20240414151009,21.43
20240414152009,17.75
20240414153009,15.67
20240414154009,11.06
20240414155009,6.9
20240414160009,10.3
20240414161009,8.7
20240414162009,4.04
20240414163009,4.22
20240414164009,3.77
20240414165009,3.49
20240506090009,253.96
20240506091009,431.83
20240506092009,482.58
20240506093009,462.75
20240506094009,355.94
20240506095009,268.48
20240506100009,171.56
20240506101009,196.91
20240506102009,405.87
20240506103009,368.56
20240506104009,268.19
20240506105009,163.11
20240506110009,515.26
20240506111009,397.85
20240506112009,421.19
20240506113009,373.65
20240506114009,294.16
20240506115009,279.4
20240506120009,180.88
20240506121009,359.82
20240506122009,192.73
20240506123009,82.76
20240506124009,91.8
20240506125009,89.61
20240506130009,53.2
20240506131009,18.55
20240506132009,20.81
20240506133009,33.41
20240506134009,6.54
20240506135009,23.82
20240506140009,26.28
20240506141009,3.01
20240506142009,5.36
20240506143009,4.0
20240506144009,1.54
20240506145009,3.61
20240506150009,3.29
20240506151009,1.62
20240506152009,1.18
20240506153009,0.95
20240506154009,0.61
20240506155009,1.14
20240506160009,0.41
20240506161009,0.36
20240506162009,0.18
20240506163009,0.14
20240506164009,0.35
20240506165009,0.9
20240526090009,7.68
20240526091009,19.59
20240526092009,122.47
20240526093009,749.23
20240526094009,597.27
20240526095009,448.1
20240526100009,675.55
20240526101009,394.49
20240526102009,279.04
20240526103009,132.43
20240526104009,101.95
20240526105009,47.49
20240526110009,34.14
20240526111009,46.31
20240526112009,41.23
20240526113009,45.84
20240526114009,45.9
20240526115009,35.4
20240526120009,28.09
20240526121009,34.42
20240526122009,51.15
20240526123009,48.69
20240526124009,31.02
20240526125009,29.34
20240526130009,24.78
20240526131009,25.5
20240526132009,24.8
20240526133009,25.57
20240526134009,13.95
20240526135009,9.84
20240526140009,39.29
20240526141009,30.91
20240526142009,30.65
20240526143009,28.72
20240526144009,34.35
20240526145009,33.29
20240526150009,47.19
20240526151009,42.16
20240526152009,32.32
20240526153009,26.46
20240526154009,26.8
20240526155009,26.37
20240526160009,21.4
20240526161009,26.48
20240526162009,22.3
20240526163009,15.85
20240526164009,18.03
20240526165009,16.17
20240614090009,6.75
20240614091009,14.01
20240614092009,13.76
20240614093009,20.77
20240614094009,29.8
20240614095009,40.58
20240614100009,50.84
20240614101009,85.22
20240614102009,85.59
20240614103009,176.26
20240614104009,77.57
20240614105009,163.57
20240614110009,146.01
20240614111009,92.3
20240614112009,11.05
20240614113009,9.34
20240614114009,37.4
20240614115009,37.27
20240614120009,31.83
20240614121009,19.17
20240614122009,17.39
20240614123009,15.86
20240614124009,20.9
20240614125009,74.29
20240614130009,11.77
20240614131009,8.26
20240614132009,10.58
20240614133009,1.48
20240614134009,2.11
20240614135009,3.13
20240614140009,9.13
20240614141009,9.78
20240614142009,14.26
20240614143009,15.78
20240614144009,13.2
20240614145009,10.74
20240614150009,17.27
20240614151009,22.27
20240614152009,21.87
20240614153009,18.8
20240614154009,20.11
20240614155009,19.13
20240614160009,12.59
20240614161009,8.44
20240614162009,5.9
20240614163009,4.55
20240614164009,4.07
20240614165009,3.93
20240621090009,210.5
20240621091009,275.11
20240621092009,419.86
20240621093009,518.14
20240621094009,543.31
20240621095009,428.94
20240621100009,836.84
20240621101009,754.7
20240621102009,905.63
